0.402000,0.197000
0.665000,0.564000
0.734000,0.768000
0.407000,0.578000
0.795000,0.346000
0.234000,0.352000
0.159000,0.359000
0.725000,0.273000
0.573000,0.264000
0.737000,0.487000
0.235000,0.581000
0.662000,0.783000
0.405000,0.498000
0.166000,0.223000
0.657000,0.337000
0.736000,0.413000
0.731000,0.341000
0.162000,0.289000
0.658000,0.338000
0.157000,0.432000
0.233000,0.427000
0.486000,0.194000
0.800000,0.415000
0.735000,0.413000
0.241000,0.731000
0.583000,0.570000
0.408000,0.656000
0.584000,0.723000
0.171000,0.794000
0.664000,0.490000
0.652000,0.268000
0.661000,0.413000
0.580000,0.414000
0.718000,0.209000
0.403000,0.341000
0.782000,0.217000
0.801000,0.691000
0.740000,0.561000
0.240000,0.212000
0.498000,0.653000
0.739000,0.633000
0.657000,0.338000
0.157000,0.506000
0.664000,0.489000
0.233000,0.503000
0.737000,0.703000
0.584000,0.570000
0.495000,0.495000
0.798000,0.753000
0.665000,0.641000
0.797000,0.757000
0.489000,0.264000
0.665000,0.638000
0.569000,0.194000
0.781000,0.218000
0.496000,0.575000
0.491000,0.338000
0.739000,0.560000
0.738000,0.487000
0.803000,0.623000
0.660000,0.413000
0.404000,0.418000
0.410000,0.733000
0.659000,0.337000
0.806000,0.554000
0.402000,0.267000
0.656000,0.338000
0.498000,0.729000
0.738000,0.560000
0.582000,0.492000
0.652000,0.267000
0.246000,0.801000
0.797000,0.756000
0.788000,0.281000
0.584000,0.647000
0.161000,0.654000
0.664000,0.714000
0.166000,0.726000
0.493000,0.416000
0.646000,0.201000
0.647000,0.201000
0.236000,0.280000
0.718000,0.208000
0.803000,0.484000
0.665000,0.640000
0.805000,0.554000
0.569000,0.196000
0.158000,0.581000
0.166000,0.224000
0.573000,0.265000
0.162000,0.290000
0.577000,0.337000
0.719000,0.207000
0.739000,0.632000
0.237000,0.657000
0.734000,0.771000
