id,type,event_type,config,science,cost
1509740679770,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000100000000000,0.0144620975,250.88035225693346
1509740686608,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740688000,INFO,EXPLORE_EVENT,000000000000000000000000000000000000100000000000000000000000,0.0,250.8605824203334
1509740694275,INFO,EXPLORE_EVENT,000000000000000000000000100000000000000000000000000000000000,0.0,258.5627292295798
1509740700610,INFO,EXPLORE_EVENT,000000000000100000000000000000000000000000000000000000000000,0.0144620975,259.2800180585232
1509740702703,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740704151,INFO,EXPLORE_EVENT,100000000000000000000000000000000000000000000000000000000000,0.0144620975,259.2800180585232
1509740705219,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740709972,INFO,EXPLORE_EVENT,000001000000000000000000000000000000000000000000000000000000,0.04294237299334684,1009.3045466820167
1509740713668,INFO,EXPLORE_EVENT,000000000000000000000000000001000000000000000000000000000000,0.03425714001604683,1002.3278923577784
1509740716767,INFO,EXPLORE_EVENT,000000000000000001000000000000000000000000000000000000000000,0.030751654416775135,1009.3045466820167
1509740720467,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000001000000000000000000,0.034490330445186075,1018.0324257883237
1509740723334,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000001000000,0.034490330445186075,1018.2153095018691
1509740728012,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740733216,INFO,EXPLORE_EVENT,000000000000000000000000000000000100000000000000000000000000,0.0,447.73705817532016
1509740737446,INFO,EXPLORE_EVENT,000000000000000000000100000000000000000000000000000000000000,0.046922313256621,448.4685696012415
1509740742440,INFO,EXPLORE_EVENT,000000000100000000000000000000000000000000000000000000000000,0.05068408969741005,448.4685696012415
1509740746095,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740747412,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000100,0.04650257321807113,440.06168448168603
1509740750027,INFO,EXPLORE_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740753975,INFO,CLICK_EVENT,000000000000000000000000100000000000000000000000000000000000,0.0,258.5627292295798
1509740757070,INFO,CLICK_EVENT,000000000000000000000000000000000100000000000000000000000000,0.0,447.73705817532016
1509740760190,INFO,CLICK_EVENT,000000000000000000000000000000000000000000000000000000000000,0.0,0.0
1509740766566,INFO,CLICK_EVENT,000000000000000000000000100000000000000000000000000000000000,0.0,258.5627292295798
1509740768327,INFO,CLICK_EVENT,000000000000000000000000000000000100000000000000000000000000,0.0,447.73705817532016
1509740773370,INFO,EXPLORE_EVENT,000000000000000000000000010000000000000000000000000000000000,0.0,267.90279362473655
