config,science,cost
000000100100000000010000000000000000000000000000000000000000,0.07586689200712107,1215.007574021438
000000100100000000010000000010000001000000000000000000000000,0.12697100976453676,2114.222092938771
000000000000000000000000000000000000000000000000100000000001,0.0497659471816443,1655.2204485317986
000000000000000000000010000000000000000000000000100000000000,0.0314321988375,1055.7364356518428
000000000000000000000000000000000000000000000000100000000100,0.010111347835178423,1490.7036366637658
000000000000000000000000000000000000000000000000101000000000,0.029062344902175095,1286.4152796017936
000000000000000000000000000000000000100000000000010000000000,0.0334527319625,580.1158506955314
000000000000000000000000000000000000100000000000000000000010,0.021025948837500003,1042.7219636105065
000000001000000000000000100000000000000000000000000000000000,0.023618580000000004,1095.98597936308
000100000000000000000000100000000000000000000000000000000000,0.067948262094121,861.1808950492991
001000000000000000000000100000000000000000000000000000000000,0.02710956896767776,1081.8275882331907
000000000000000000000000100000000000000000100000000000000000,0.0354880463375,663.592677704991
000000000000100000000000000000000000000000000000000000000010,0.021025948837500003,1057.7430092486147
000000000000100010000000000000000000000000000000000000000000,0.021025948837500003,599.9930009706084
100000000000000000000000000000000000000000000000000010000000,0.021025948837500003,431.63363893128997
000000000000000000000000000000100000000000000000000000000001,0.042942372993346835,1260.1040381907947
000000001000000000000000000000000000000000000000000000000001,0.045236326743346836,1692.674302310537
000000000000000000000000000001000000000000000000000000000001,0.08983490148243134,1380.5180898066405
000000000000000000000000000000000000000000000000000000010001,0.04429392589616854,1336.9998580776587
000000000000000000000010000000000000000000000000000000000010,0.014985427700000003,1254.1850638871902
000100000000000000000000000000000000000000000000000000000010,0.046922313256620996,1078.4133517348682
000000000000000001000000000000000000000000000000000000000100,0.0036859495251204415,865.8496748709848
000000000000000000000000000000000000000000000000000000000100,0.0036859495251204415,865.8496748709848
000000000000000000000000000000000000000000000000000000001000,0.0022939537500000005,683.3697556285204
000000000000000000000000000000000100000000000000000000001000,0.0022939537500000005,1477.4704968443814
000000000000000000000000000000000000000000000000000000010000,0.02544675,268.7550221372793
000000000000000000000000000000000000000000000000000010010000,0.026015071875,445.58761504913633
010000000000000000000000000000000000000000000000000001000000,0.061405200000000014,365.93543792172034
000000000000000000000000000000000000000000000000000001000000,0.061405200000000014,365.93543792172034
000000000000000000000000000000000000000000000000000010000000,0.0005683218750000001,253.7202468482624
000000000000000000000000000000000000000000000000000010000100,0.003623262216099323,1163.1411022114885
000001000000000000000000000000000000000000000000000000000000,0.08557626446250001,797.4917980556512
000001000000000000000000000000000000000000000000100000000000,0.08557626446250001,797.4917980556512
000001000000100000000000000000000000000000000000000000000000,0.0751700144625,793.6734588010568
000001000000000000000000000000000000000100000000000000000000,0.09587340193605934,805.9290791940011
000001000000000000000001000000000000000000000000000000000000,0.0828762509644741,1368.2633302794989
000001000000000010000001000000000000000000000000000000000000,0.07929840780175476,1677.3400110004022
000001000000000000000001000000000000000000000000000000000100,0.08656220048959455,2234.113005150484
000001000100000000000001000000000000000000000000000000000000,0.04555432451231516,2352.880707325541
000001000000000000000001000000000000000000100000000000000000,0.0973383484644741,1619.0826395222705
000101000000000000000001000000000000000000000000000000000000,0.0844629024247204,1922.8274001195755
000001000001000000000000000000000000000000000000000000000000,0.044954825685568384,1510.1965441331308
000001000001000000000000000000000000000000000000000000000100,0.048640775210688825,2376.0462190041158
001001000001000000000000000000000000000000000000000000000000,0.030819841847244525,1983.2365926166174
000001000001000000000000000000010000000000000000000000000000,0.044954825685568384,1768.867358363491
000001100001000000000000000000000000000000000000000000000000,0.043881805701269615,1803.242337466111
000001000001000000000000000000000000001000000000000000000000,0.08296964598692155,2151.353709953572
001000000000000000000000000000000000000000000000000000000000,0.006083620130177763,669.2113644986309
001000000000000000000000000000000000000000000000000000001000,0.006083620130177763,669.2113644986309
001000000000000000000000000000000000100000000000000000000000,0.02710956896767776,1081.928339739859
000000000000000000000000000000000100000000000000000000000000,0.0,794.100741215861
000000000000000000000000000001000100000000000000000000000000,0.009793327248985555,1273.7059648931634
000000000000000001000000000001000100000000000000000000000000,0.059150628125,1584.432865555546
000000000000000000000000000001000100000000000000000000001000,0.012087280998985556,1957.075720521684
000000000000000000000000000001000000000000000000000000000000,0.057578128125,371.2135431246241
000000000000000000000000000001000000000000000000000000000100,0.06126407765012045,1237.0632179956092
000000000000000000000000000001000000000000001000000000000000,0.059872081875,1040.3384915191411
000000000000000000000000100001000000000000000000000000000000,0.07910773946249999,673.089829488739
000000000000100000000000000001000000000000000000000000000000,0.07860407696249999,798.9515640039606
000000000000000000000000010000000000100000000000000000000000,0.021025948837500003,577.1011645207234
000000000000000000000000010000000000100000000010000000000000,0.0360113765375,1100.530048409133
000000000000000000000000010000000000000000000000000000000000,0.0,164.2852249945636
000000000000000000000001000001000000000000000000000000000000,0.0828762509644741,1373.5414354824024
000000000000000001000000000001000000000000000000000000000000,0.059150628125,705.7974662276135
000000000000000001000000000000000000000000000000000000000000,0.03075165441677513,1009.3045466820167
000000000000000000000000000000000000000001000000000000000000,0.034490330445186075,1018.0324257883236
000000000000000000000100000000000000000000000000000000000000,0.046922313256620996,448.46856960124154
000000000100000000000000000000000000000000000000000000000000,0.05068408969741005,448.46856960124154
000000000000000000000000000010000000000000000000000000000000,0.0,624.1800755179117
000000000000000000000000000000000000000000000000000100000000,0.003775607950390825,794.2360138761233
000000000000000000000000000000000000000000000000000000100000,0.021025948837500003,412.716975241228
000100000000000000000000000000000000000000000000000000000000,0.0036859495251204415,865.8496748709848
000010000000000000000000000000000000000000000000000000000000,0.0,630.0049883692784
010000000000000000000000000000000000000000000000000000000000,0.02544675,268.7550221372793
110000000000000000000000000000000000000000000000000000000000,0.04816105,443.7246496547539
000000000000110000000000000000000000000000000000000000000000,0.04816105,443.7246496547539
000000000000000000000000110000000000000000000000000000000000,0.0,441.8888280000078
000000000000000000000000000000000000110000000000000000000000,0.0,411.4892097993322
000000000000000000000000000000000000000000000000110000000000,0.052157201349999995,411.53819191200853
000000000000000000000000000011100000000000000000000000000000,0.02844789708007407,2623.498726810675
000000000000000000000000000011110000000000000000000000000000,0.0281800130058212,2747.297794838144
000000000000000000000000000011111000000000000000000000000000,0.018923213135304262,3253.8682725787107
000000000000000000000000000011101000000000000000000000000000,0.019043633582528918,3129.961115630233
000000000000000000001000000011110000000000000000000000000000,0.034263633135998964,3416.5091593367747
000000000000000000001000000001110000000010000000000000000000,0.05837323535625837,3027.451642060684
000000000000000000001000000001110000000000000000000010000000,0.05837323535625837,3027.60348036122
000000000000000000001000000000110000000001000000000010000000,0.07042799923553386,2778.9798446737923
000000010000000000001000000000100000000001000000000010000000,0.08091182871014199,2880.5055306829017
000000000000000000011000000000100000000001000000000010000000,0.07802411336174703,2842.074617750301
000000000000000000011000000000100000000011000000000000000000,0.06392350876354891,3140.885623294048
000000000000000000011000000010100000000001000000000000000000,0.06303868566174703,2796.4025966629997
000000000000000010011000000000100000000001000000000000000000,0.05838724480634028,3201.165760112173
000000000000000000111000000010000000000001000000000000000000,0.056499942418036325,3050.473989513284
000000001000000000010000000010100000000001000000000000000000,0.06592640101014201,2834.8335095956004
000000011000000000000000000010100000000001000000000000000000,0.06405263451174703,2796.4025966629997
000000001000000000000000000010100000000001000000000000010000,0.089510792310142,2831.8230687058385
000000001000000000000100000010100000000001000000000000010000,0.12480377390701325,3280.231432071429
000000001100000000000000000010100000000001000000000000010000,0.11055954018434992,3088.1079303568904
000000001000000000000000000010100100000001000000000000010000,0.0750934295856372,3880.9070078873574
000000001000000000000000000010100000000001000100000000010000,0.07477763097485683,3065.4271615383354
000000001000000000000001000010100000000001000100000000010000,0.12440077380694267,3431.362599460056
000000001000000000000011000010100000000001000100000000010000,0.13047728877518874,3615.2733319792414
000000001010000000000001000010100000000001000100000000010000,0.12626138526649994,3719.125924263069
000000001000000000000001000010100010000001000100000000010000,0.12440077380694267,3625.858193389391
000000001000000000000001000010100000000001000110000000010000,0.12388060595544775,3631.2217865134985
000000001000000000000001000010100000000001000100000000010010,0.14572238715376518,3538.2496552275347
100000001000000000000001000010100000000001000100000000010010,0.1537572742082592,3836.296744698909
100000001000010000000001001010100000000001000100000000010010,0.17929362335454765,5906.224404039879
100000001000010000000001000010100000001001000100000000010010,0.17836011662421225,5029.4671144508475
000000001000010000000001100010100000001001000100000000010010,0.16944107736847788,5829.845744744906
000000001000110000000001000010100000001001000100000000010010,0.17433739874494605,5487.564397714817
000100001000110000000001000010100000001001000100000000010010,0.1756627339193912,6166.506550667262
000000001100110000000001000010100000001101000000000000010010,0.1914037973153621,6096.255732928939
000000001100110000000001000010100000001001000000000100010010,0.16367021516125396,6339.513651341038
010000001100100000000001000010100000001101000000000000010010,0.1794572613775391,5639.758756199897
010000001100100000000001001010100000000101000000000000010010,0.18104434852317006,6518.404165913544
010000001100100000000001000010100000000101000000001000010010,0.1825966230025085,5203.824709836181
010000001100000000000001000010100000100101000000001000010010,0.17061766887396135,5320.42218684163
010000001100000000000001100010100000000101000000001000010010,0.16878428939980242,6140.997218409336
010000001100000000000000000000000000000000000000000000000000,0.03282432823274795,1235.8457310111212
010000001100000000000000000000000000000000000000001000010010,0.09255796650700597,2090.421655399286
010000001100000000000001000000000000000000000000001000010010,0.14237391989861953,2456.357093321007
010000001100000000000001000110000000000000000000001000010010,0.14535612239861956,4280.190286583588
010000001100000000000001000110000000000001000000001000010010,0.17017391121830433,5298.222712371911
010000001100000000000001000110000000000001100000001000010010,0.17417748058645174,5868.292296384117
001000000001000001000010000000000010100000000000000010000000,0.09897314552960113,3386.767370273799
010000000001000000000101000000100000000000000000000000000000,0.1408800664198605,1886.1282866102695
000000000000000000000000010000100000001100000100001000001100,0.06371980926950792,4554.638362043635
010000010010000000000011000000110001000010001001000000110000,0.17137696732034247,4212.421568284023
000000000100000000000000000000100001000000010000000000000000,0.12129559511090138,1314.4617198231547
100100001100100010010010000000000000000000000001000010100000,0.1553174288630189,5065.77082882182
000000100000000000000000000000010000100000000000000000010000,0.06362011701250002,1013.8258655506623
000000000000100010010000010000000000100100000001000000001001,0.10193299542465573,4487.960141445219
000000000100000000100000000000100000000000010000000000000000,0.07302570210991001,1472.2118452731784
000000000000000001000000000000000000000000000001100000000000,0.09383286286520244,1631.3373990494122
000000000100000000000000000000100001000000010000000010000000,0.13628102281090138,1912.6790130455088
000000000000000010000000000000000000000000000000000000000000,0.0,630.0049883692784
110000010000010000010000000000000000110000010000010100100000,0.07850118048395692,2984.939419620715
010000010000000000000011000000110001000010001000000001000000,0.15234940106818184,4225.876618299262
010000000001000000000101000000100010000000010000000000000000,0.1408800664198605,2222.671613269875
010010100110000010010000110000000010001100100000111001000000,0.08927653009299763,9461.965774219241
010000000001000000000101000010100000000000000000000001000000,0.15842744430125966,3456.8888682471916
110000010000010000010000000000000100100000000000000010000000,0.08177141572500002,2146.796116828541
001000000100000000000000000000100001000000010000000000000000,0.1157540257755474,2377.4457893610643
000000000100000000000000000000000000000000100000000000000000,0.07171003853491009,861.180895049299
011000000000000000000000100000000000000000000010010000000000,0.03217580625000005,1603.1783653645905
100000011100100010010000010010000000100100000001000000001001,0.1487472648355861,7039.1081783076725
000000000001000000000000000000000000000000000000100000000000,0.07586729749999999,616.7547471644917
010000010010000000000001000000110001000010001001000010100000,0.1425560455375,4493.343546201408
010000010010000000000011000000100100000000000000000000000000,0.12039801647616866,2100.779719204228
000000100000000000000000000000010000100000000000100000100001,0.11884328053750005,1642.9769514184866
000000000100000000100000000000100000000000010000100000000000,0.08669997710991006,1723.092197530112
010000010000000000000001000000010000000000001100000000000000,0.092803125,1758.9190570894125
000000000100000000000010100010110010000000000101010100001010,0.15332492015408772,5875.62531796727
000000000100000000000010000000100000000000000000000000100001,0.1237479024359014,1766.0664294533108
000000000100000000000000000000100000000000001110000000000000,0.07171003853491009,1936.9141203018603
010000000001000100000101000010100000000000000000000001000000,0.14511865173515015,4152.957586547514
000000000100000000000010000000000000000000010000000000000000,0.051820733447410006,866.6761958023891
010000000000000000000100010000000000000000000001000010100000,0.1539208528306083,2292.419889382243
000000000100000000100000000000100000000000000000000000000000,0.07302570210991001,1307.9235896226166
010000000001000100000101000010100010000000000000000001000000,0.14511865173515015,4347.45318047685
000000000000000100000001000010100010000000000000000001000000,0.05892955344228167,3543.547011413357
010100010010000000000011000000110001000010001001000010100000,0.13115661219299124,5792.511458860153
000000010000000000100011000000110001000010001000000001000000,0.12539031717533644,4406.208868856985
010000000001000000000101000000100010001000010000000000000000,0.1429043506573605,2800.603889265225
000000000100000000000000000000100000000000000100100000000000,0.08617213603491003,1567.2114416244442
000000000100000010000000000000000000000000100000000000000000,0.07269416535991002,1491.0295754694282
010000010010000000000001000000110001000010001001000000110000,0.15560938416096734,4028.5108357648382
000000000100000000000010100010110110000000010000000000000000,0.05877349913817843,3684.896150126427
110000000000000001000000010000000000000000000001100000000000,0.12753181536520242,2342.913318695173
000000000100000000000000000000100000000000010000001000000000,0.07430266969741006,1709.5596792077768
000100000000000010000000000000000000000000000000000000000000,0.003685949525120469,1495.8546632402633
010000000001000000000001000000000000010000000000000000100001,0.11230342258750003,1806.8539479983635
000000000100000000000000000000000000000000000010000000000000,0.050684089697410006,659.7859781044173
010000000001000000000101000000100010001000010000000000100000,0.14366900190736054,3175.796155591181
000000000100000000000101000010100010000000000000000001000000,0.10626859031609516,3561.9020675729807
010000000000000000000101000000100010000000010000000000000000,0.09976703046543878,1953.48586636096
000000000100000000000000000000100000000000000010000000000000,0.07171003853491009,1087.5239989837537
000000000100000000000000000000000000000000010000000001000000,0.07075932670909979,1630.9120194357924
010000000100000000000011100010110010000000000101010100001010,0.1757225722034248,6518.421382822814
000000000100000000100000000000000000000000000000100000010000,0.13050273045991,1189.7724433736653
000000000000000001000000000000000100000000000101010100001010,0.0643753976744037,4075.4741722806707
010000010000000000000011000000110000000000011000000000000000,0.11420106633750005,2145.851694748453
000000000001000000000101000000100000000000000000000001100000,0.13422881843399015,3235.325230760307
100100001000100010000000000000100000000000010000000000000000,0.04182227602316469,3712.465582371804
000000000100000000000000000000000000000000100000001000000000,0.07430266969741006,1530.1495354946671
000000010001000000000101000000100010001000010100000000100000,0.13654543800885066,3904.976316149145
000000000100000000000000000000100010000000010000000000100000,0.07302570210991001,1587.8819772304876
000000000100000000000101000000100000000000000000000010000000,0.11190057578851786,2394.8631852290773
010000010010000000000011000000110000000000000000000001100000,0.1537438130423372,3076.491487992889
001000000100000000000000000000000000000000000010000000100000,0.06593600100630381,2135.487022883555
000000000000000000000101000010100000000001000000000001000000,0.1049798639600209,3937.0305360663788
010000000001000000000101100000100000000000000001000010100000,0.1583615888448605,3286.8932788409084
110000000100000000000001000000100000000000000000000001000000,0.1340659651683609,2875.541014658305
010000010010000010000001000000110000000000000100000000000000,0.1196269714875,2354.1968863579905
000000000000000001000000100000000000000000000001100000000000,0.09383286286520244,1889.842771545494
010000000001000000000101000000100010000000000000000001000000,0.15443129295125968,3076.5985762034106
010000001100000000000000000000000000000000100000001000000000,0.05858398695794565,2317.586903140198
010000000000000000010010001000000000000000000001000010100000,0.13427509442499996,2574.268062494906
010000000100000000000101000001100010001000010000000000000000,0.0953353762923952,4382.475942151659
000000100000100000000001000000110001000010001001000000110000,0.1447523398410897,4109.346114900999
010000000001000000000101000010101000000000000000000001000000,0.14818614852701173,4727.438269770598
110000000001000000000101000000100010000000000000000001000000,0.15605795047666904,3832.742948938753
000000000001000000000000000000000000000000000000100100000000,0.06734861470174514,1434.6262860947077
000000000100000000000010000100100000000000100000000000000000,0.07416234585991001,2553.4098057591486
010000000100000000001011100010110010000000000000100000010000,0.15151984269673302,5093.17828147518
010000011000000000000001000000010000000000001100000000000000,0.07711340539059941,2526.798542053273
000000000100000000100000000000000001000000000000000000100001,0.12470268368590133,1851.1712613208854
100000000100000000000101000000100010000000000000000001000000,0.1074635746094873,3286.312321661057
000000000000000000100000000000000000010000000000000000010000,0.05321386701249997,854.6572780587253
000010000000000000000011000000110001000010001001000000110000,0.13020105178749994,4230.408258167163
000000000001000000000101000010100010000000000000000001000000,0.1333127961600944,3479.429142129111
010000000100000000100000000000100000000000000000100000010000,0.12482943755011222,1934.9157085426775
000000000100000000000000000000100001000000010000000010000001,0.13797496451094382,2844.325902093941
000000000000000000100000000000000000001000000000100000010000,0.081623449425,1410.1194490352975
000000100000000000000000000000010000100000000000000100000000,0.035207806787890816,1644.0077202649743
000000000100000000000000000100000000000000000000100000010000,0.10881741664966003,1619.1560133846265
000000000100100000000000000100000000000000000000100000010000,0.10881741664966003,1878.4360314431492
010000000001000000000101000000100000001000000000000000000000,0.1429043506573605,2555.1138638284533
010000000000000000000101000000100000000000000000000000010000,0.1313866017154387,1781.23852510585
010000000001000000000101000010100000000100000000000001000000,0.15842744430125966,4250.989609463053
000000000110000000000000000000100001000000010000000000000000,0.11645376183678903,1587.69175569906
010000000001000000000101000100100000000000000000000001000000,0.14106676381544134,3952.795532337989
010000010010000000000011000001100000000000000000100000010000,0.19032560970502765,3009.734770109618
010000000010000001000011000001100000000000000000100000010000,0.15228616822728447,4224.200372764922
000000000100000000000000000000000001000000010000000000000000,0.09976598377340128,976.9185397041316
000000100000010000000000000000010000100000000000100010100000,0.0953674666805463,3003.009392344129
000000000100001000000000000000000001000000010000000000000000,0.10205993752340137,1660.0257449895016
000000000000000001000100000000000000000000000000100000000000,0.045998994643193465,1522.1381590255255
010000000011000000000101000000100010000000010000000000000000,0.13409157309216635,2986.2895038211336
010000000001001000100000000000000000010000000000000000010000,0.14297468125,2003.320339036604
000000000010000000000011000001100100000000000000100000010000,0.1449000642015339,2997.9036420653492
000000000100000000000000000000000000000000000000100000000000,0.06514618719741005,699.3489218581749
010000000000001000000000100000000000000000000010000000000000,0.026211401249999988,1421.9577539236511
000000000010000000000101000000100000000000000000000000010000,0.1134499487242735,1766.2537608938903
000000001100000000000000000000100000000000000100100000000000,0.06918148096167875,2044.0266017388187
000000000100000000001000000000000000000000000000000000000000,0.056767709827587824,1117.6197278642212
000000000110000100000101000000100000000000000000000000000000,0.08282648040464935,2765.944646182952
000000000100000000000000000000000000000000000010000000000010,0.06901807040678509,871.2546291149466
000000000000000010000011000000110001000010001001000010110000,0.1415529271393533,5494.670769071785
000000000000000000000100010000000000000000000001000010100010,0.15007807118671568,2133.2562232223186
000000000000000000100000000000000100010000000000000001000000,0.04935895140535607,2156.1179020757127
010000000000000000000100000000000000001000100000000000000000,0.08939323253488862,1722.2093794067428
010000000000000000000100010000000000000100000001000010100000,0.11274135659277752,3194.9123111507824
000000000000000000000000000000000000000000000100100000000001,0.07254388812500001,952.7305564243583
000000000100000000000000000000000000001000000010000000000000,0.052978043447410084,1243.8062034109962
000000000100000000000000000000000000000000000000000000010000,0.08066016914966001,612.7644519666596
010000000000000000000100010100000000000000000001000010100010,0.1702567578649833,3304.9790925202556
010000000001000000100101000000100000000000000000000001000000,0.15466503672696486,3543.8037187771333
000000000100000000000000000000001000000000000000000000100000,0.07171003853491009,1527.9957148518736
000000000110000000000111000001100000000000000000100000010000,0.15533151799025655,3901.408848930887
000000000010000000000011010001100100000000000000100000010000,0.14337152854807222,3322.9604302792686
000000000100000000000010000000000000000000000010000000000000,0.051820733447410006,913.5062249526796
000000000100000010000000000000000000000000000101010100001010,0.09605689083933976,3696.907559123969
000000000000000000000101010000000000000000000001000010100010,0.14568333048807025,2575.972011294457
000000000100000000000000010000000000000000000010000000000001,0.09976598377340128,1298.9032805626018
010000000001001000100000000000000000010000000010000000010000,0.14297468125,2114.1301581881507
011000000001001000100000000000000000010000000000000001000000,0.11506866219780533,4380.333021339699
010000000001001000100000000000000000010001000000000000010000,0.1553374409596966,3044.066598786877
000000000100000000000000000000000000000000000001000000000000,0.09976598377340128,819.6219064902141
000000010100000000000000000000000000000000000001000010100000,0.1427269824248758,1875.1269776312533
000000000000000000000000000100000000010000000000000000100001,0.07910773946249994,1792.7067833151782
